"Entry","RecordType","Data","TimeToLive"
"b1t-sindc1.outbrain.com",,"b1-sindc1.zemanta.com","17"
"b1t-sindc1.outbrain.com",,"23.108.101.161","17"
"b1t-sindc1.outbrain.com",,"23.108.101.163","17"
"b1t-sindc1.outbrain.com",,"23.108.101.162","17"
"b1t-sindc1.outbrain.com",,"23.108.101.160","17"
"msft-ssp-apac.adnxs.com",,"103.43.90.114","12"
"msft-ssp-apac.adnxs.com",,"103.43.90.116","12"
"msft-ssp-apac.adnxs.com",,"103.43.90.178","12"
"msft-ssp-apac.adnxs.com",,"103.43.90.115","12"
"trace.popin.cc",,"35.213.89.133","48"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"star.b.tlu.dl.delivery.mp.microsoft.com.delivery.microsoft.com","7"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"cdp-f-tlu-net.trafficmanager.net","7"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"cl-glcb907925.globalcdn.co","7"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"92.223.95.95","7"
"ib.adnxs.com",,"xandr-g-geo.trafficmanager.net","79"
"ib.adnxs.com",,"ib.sin1.geoadnxs.com","79"
"ib.adnxs.com",,"103.43.91.8","79"
"ib.adnxs.com",,"103.43.91.58","79"
"ib.adnxs.com",,"103.43.90.19","79"
"ib.adnxs.com",,"103.43.89.4","79"
"ib.adnxs.com",,"103.43.90.21","79"
"ib.adnxs.com",,"103.43.91.51","79"
"ib.adnxs.com",,"103.43.90.53","79"
"ib.adnxs.com",,"103.43.90.179","79"
"ib.adnxs.com",,"103.43.91.17","79"
"ib.adnxs.com",,"103.43.91.249","79"
"ib.adnxs.com",,"103.43.91.210","79"
"ib.adnxs.com",,"103.43.90.117","79"
"srtb.msn.com",,"srtb-msn-com-profile.trafficmanager.net","42"
"srtb.msn.com",,"www-msn-com.a-0003.a-msedge.net","42"
"srtb.msn.com",,"a-0003.a-msedge.net","42"
"srtb.msn.com",,"204.79.197.203","42"
"browser.events.data.msn.com",,"global.asimov.events.data.trafficmanager.net","4"
"browser.events.data.msn.com",,"onedscolprdjpe01.japaneast.cloudapp.azure.com","4"
"browser.events.data.msn.com",,"40.79.197.34","4"
"ctldl.windowsupdate.com",,"ctldl.windowsupdate.com.delivery.microsoft.com","53"
"ctldl.windowsupdate.com",,"wu-b-net.trafficmanager.net","53"
"ctldl.windowsupdate.com",,"bg.microsoft.map.fastly.net","53"
"ctldl.windowsupdate.com",,"199.232.214.172","53"
"ctldl.windowsupdate.com",,"199.232.210.172","53"
"www.msftconnecttest.com",,"ncsi-geo.trafficmanager.net","13"
"www.msftconnecttest.com",,"www.msftncsi.com.edgesuite.net","13"
"www.msftconnecttest.com",,"a1961.g2.akamai.net","13"
"www.msftconnecttest.com",,"203.69.81.58","13"
"www.msftconnecttest.com",,"203.69.81.51","13"
"shftr.adnxs.net",,"xandr-shftr.trafficmanager.net","17"
"shftr.adnxs.net",,"43.250.0.64","17"
