"Entry","RecordType","Data","TimeToLive"
"clients2.google.com",,"clients.l.google.com","137"
"clients2.google.com",,"142.250.204.46","137"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"star.b.tlu.dl.delivery.mp.microsoft.com.delivery.microsoft.com","28"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"cdp-f-tlu-net.trafficmanager.net","28"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"fg.microsoft.map.fastly.net","28"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"199.232.210.172","28"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"199.232.214.172","28"
"chrome.cloudflare-dns.com",,"162.159.61.3","2"
"chrome.cloudflare-dns.com",,"172.64.41.3","2"
"login.live.com",,"login.msa.msidentity.com","100"
"login.live.com",,"www.tm.lg.prod.aadmsa.akadns.net","100"
"login.live.com",,"prdv4a.aadg.msidentity.com","100"
"login.live.com",,"www.tm.v4.a.prd.aadg.akadns.net","100"
"login.live.com",,"20.190.141.36","100"
"login.live.com",,"40.126.13.9","100"
"login.live.com",,"20.190.141.32","100"
"login.live.com",,"20.190.141.38","100"
"login.live.com",,"20.190.141.35","100"
"login.live.com",,"20.190.141.34","100"
"login.live.com",,"20.190.141.39","100"
"login.live.com",,"20.190.141.33","100"
