"Entry","RecordType","Data","TimeToLive"
"adservice.google.com",,"142.250.204.34","155"
"feedback-pa.clients6.google.com",,"142.250.198.74","49"
"workspace.google.com",,"142.250.198.78","161"
"images-ext-1.discordapp.net",,"162.159.129.232","77"
"images-ext-1.discordapp.net",,"162.159.133.232","77"
"images-ext-1.discordapp.net",,"162.159.130.232","77"
"images-ext-1.discordapp.net",,"162.159.128.232","77"
"images-ext-1.discordapp.net",,"162.159.134.232","77"
"www.google.com",,"142.250.204.36","85"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"star.b.tlu.dl.delivery.mp.microsoft.com.delivery.microsoft.com","52"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"cdp-f-tlu-net.trafficmanager.net","52"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"fg.microsoft.map.fastly.net","52"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"199.232.214.172","52"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"199.232.210.172","52"
"www.gstatic.com",,"142.250.204.35","16"
"2507573.fls.doubleclick.net",,"dart.l.doubleclick.net","72"
"2507573.fls.doubleclick.net",,"142.250.196.198","72"
"pypi.org",,"151.101.128.223","10969"
"pypi.org",,"151.101.64.223","10969"
"pypi.org",,"151.101.192.223","10969"
"pypi.org",,"151.101.0.223","10969"
"ssl.google-analytics.com",,"142.250.77.8","74"
"lh3.googleusercontent.com",,"googlehosted.l.googleusercontent.com","81"
"lh3.googleusercontent.com",,"142.250.198.65","81"
