"Entry","RecordType","Data","TimeToLive"
"b1t-sindc1.outbrain.com",,"b1-sindc1.zemanta.com","218"
"b1t-sindc1.outbrain.com",,"23.108.101.160","218"
"b1t-sindc1.outbrain.com",,"23.108.101.161","218"
"b1t-sindc1.outbrain.com",,"23.108.101.162","218"
"b1t-sindc1.outbrain.com",,"23.108.101.163","218"
"trace.popin.cc",,"35.213.89.133","115"
"edge.microsoft.com",,"edge-microsoft-com.ax-0002.ax-msedge.net","13"
"edge.microsoft.com",,"ax-0002.ax-msedge.net","13"
"edge.microsoft.com",,"150.171.27.11","13"
"edge.microsoft.com",,"150.171.28.11","13"
"chrome.cloudflare-dns.com",,"172.64.41.3","105"
"chrome.cloudflare-dns.com",,"162.159.61.3","105"
"ctldl.windowsupdate.com",,"ctldl.windowsupdate.com.delivery.microsoft.com","3"
"ctldl.windowsupdate.com",,"wu-b-net.trafficmanager.net","3"
"ctldl.windowsupdate.com",,"bg.microsoft.map.fastly.net","3"
"ctldl.windowsupdate.com",,"199.232.214.172","3"
"ctldl.windowsupdate.com",,"199.232.210.172","3"
"login.live.com",,"login.msa.msidentity.com","76"
"login.live.com",,"www.tm.lg.prod.aadmsa.trafficmanager.net","76"
"login.live.com",,"prdv4a.aadg.msidentity.com","76"
"login.live.com",,"www.tm.v4.a.prd.aadg.akadns.net","76"
"login.live.com",,"20.190.166.67","76"
"login.live.com",,"20.190.166.131","76"
"login.live.com",,"20.190.166.68","76"
"login.live.com",,"20.190.166.132","76"
"login.live.com",,"40.126.38.19","76"
"login.live.com",,"40.126.38.21","76"
"login.live.com",,"40.126.38.22","76"
"login.live.com",,"20.190.166.66","76"
