"Entry","RecordType","Data","TimeToLive"
"clients2.google.com",,"clients.l.google.com","196"
"clients2.google.com",,"142.250.204.46","196"
"main.vscode-cdn.net",,"vscode-cdn.z01.azurefd.net","4"
"main.vscode-cdn.net",,"mr-z01.tm-azurefd.net","4"
"main.vscode-cdn.net",,"shed.dual-low.part-0018.t-0009.t-msedge.net","4"
"main.vscode-cdn.net",,"part-0018.t-0009.t-msedge.net","4"
"main.vscode-cdn.net",,"13.107.246.46","4"
"main.vscode-cdn.net",,"13.107.213.46","4"
"c.bing.com",,"c-bing-com.ax-0001.ax-msedge.net","5"
"c.bing.com",,"ax-0001.ax-msedge.net","5"
"c.bing.com",,"150.171.28.10","5"
"c.bing.com",,"150.171.27.10","5"
"assets.msn.com",,"assets-msn-com-world-atm-default.trafficmanager.net","9"
"assets.msn.com",,"assets.msn.com-ion.edgesuite.net","9"
"assets.msn.com",,"a1666.dscr.akamai.net","9"
"assets.msn.com",,"210.71.227.139","9"
"assets.msn.com",,"210.71.227.98","9"
"assets.msn.com",,"210.71.227.138","9"
"assets.msn.com",,"210.71.227.120","9"
"assets.msn.com",,"210.71.227.153","9"
"assets.msn.com",,"210.71.227.122","9"
"assets.msn.com",,"210.71.227.178","9"
"assets.msn.com",,"210.71.227.160","9"
"assets.msn.com",,"210.71.227.184","9"
"copilot.microsoft.com",,"copilot-copilot-msft-com.trafficmanager.net","7"
"copilot.microsoft.com",,"copilot.microsoft.com.cdn.cloudflare.net","7"
"copilot.microsoft.com",,"104.18.22.222","7"
"copilot.microsoft.com",,"104.18.23.222","7"
"www.bing.com",,"www-www.bing.com.trafficmanager.net","3"
"www.bing.com",,"www.bing.com.edgekey.net","3"
"www.bing.com",,"e86303.dscx.akamaiedge.net","3"
"www.bing.com",,"210.71.227.203","3"
"www.bing.com",,"210.71.227.210","3"
"www.bing.com",,"210.71.227.216","3"
"www.bing.com",,"210.71.227.209","3"
"www.bing.com",,"210.71.227.211","3"
"www.bing.com",,"210.71.227.200","3"
"www.bing.com",,"210.71.227.201","3"
"px.ads.linkedin.com",,"afd-lnkd.www.linkedin.com","13"
"px.ads.linkedin.com",,"www-linkedin-com.ln-0002.ln-msedge.net","13"
"px.ads.linkedin.com",,"ln-0002.ln-msedge.net","13"
"px.ads.linkedin.com",,"150.171.22.12","13"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"star.b.tlu.dl.delivery.mp.microsoft.com.delivery.microsoft.com","9"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"cdp-f-tlu-net.trafficmanager.net","9"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"cl-glcb907925.globalcdn.co","9"
"msedge.b.tlu.dl.delivery.mp.microsoft.com",,"92.223.95.95","9"
"sb.scorecardresearch.com",,"13.35.238.61","38"
"sb.scorecardresearch.com",,"13.35.238.105","38"
"sb.scorecardresearch.com",,"13.35.238.55","38"
"sb.scorecardresearch.com",,"13.35.238.106","38"
"chrome.cloudflare-dns.com",,"162.159.61.3","61"
"chrome.cloudflare-dns.com",,"172.64.41.3","61"
"ctldl.windowsupdate.com",,"ctldl.windowsupdate.com.delivery.microsoft.com","42"
"ctldl.windowsupdate.com",,"wu-b-net.trafficmanager.net","42"
"ctldl.windowsupdate.com",,"bg.microsoft.map.fastly.net","42"
"ctldl.windowsupdate.com",,"199.232.210.172","42"
"ctldl.windowsupdate.com",,"199.232.214.172","42"
"th.bing.com",,"p-th.bing.com.trafficmanager.net","12"
"th.bing.com",,"th.bing.com.edgekey.net","12"
"th.bing.com",,"e86303.dscx.akamaiedge.net","12"
"th.bing.com",,"203.69.138.96","12"
"th.bing.com",,"203.69.138.2","12"
"th.bing.com",,"203.69.138.99","12"
"th.bing.com",,"203.69.138.104","12"
"th.bing.com",,"203.69.138.3","12"
"th.bing.com",,"203.69.138.97","12"
"th.bing.com",,"203.69.138.61","12"
"th.bing.com",,"203.69.138.114","12"
"th.bing.com",,"203.69.138.89","12"
"login.live.com",,"login.msa.msidentity.com","159"
"login.live.com",,"www.tm.lg.prod.aadmsa.akadns.net","159"
"login.live.com",,"prdv4a.aadg.msidentity.com","159"
"login.live.com",,"www.tm.v4.a.prd.aadg.akadns.net","159"
"login.live.com",,"20.190.141.36","159"
"login.live.com",,"40.126.13.9","159"
"login.live.com",,"20.190.141.32","159"
"login.live.com",,"20.190.141.38","159"
"login.live.com",,"20.190.141.35","159"
"login.live.com",,"20.190.141.34","159"
"login.live.com",,"20.190.141.39","159"
"login.live.com",,"20.190.141.33","159"
"c.msn.com",,"c-msn-afd.trafficmanager.net","49"
"c.msn.com",,"idsyncprod-cehbcsbucqdhhgcj.b01.azurefd.net","49"
"c.msn.com",,"mr-b01.tm-azurefd.net","49"
"c.msn.com",,"shed.dual-low.part-0045.t-0009.t-msedge.net","49"
"c.msn.com",,"part-0045.t-0009.t-msedge.net","49"
"c.msn.com",,"13.107.213.73","49"
"c.msn.com",,"13.107.246.73","49"
"img-s-msn-com.akamaized.net",,"a1834.dscg2.akamai.net","12"
"img-s-msn-com.akamaized.net",,"203.69.81.59","12"
"img-s-msn-com.akamaized.net",,"203.69.81.40","12"
